	Id	Location	Area	Region	Number_of_Rooms	House_Type	House_Price	isSold	Sold_Date	Distance_from_City_inMiles	Seller	PostalCode	Number_of_Bedrooms	Number_of_Bathrooms	Number_of_CarParkings	Area_of_Land_inMeters	Height_of_Building_inMeters	Year_Built	Lattitude	Longtitude
176	5155	Location 85	Area 4	Region 1	3	other	668000	Sold	17-09-2016	11.2	Seller 12	71	3	2	1.0	618	149.0	1965.0	-37.6989	145.0212
177	874	Location 16	Area 9	Region 3	3	other	1300000	Sold	17-09-2016	13.9	Seller 46	15	3	1	4.0	746			-37.9198	145.0787
178	6882	Location 117	Area 2	Region 2	3	other	810000	NotSold	22-08-2016	9.8	Seller 71	38	3	1	2.0	368			-37.7527	144.8851
179	5786	Location 93	Area 3	Region 3	2	other	875000	Sold	06-08-2016	6.1	Seller 41	76	2	1	0.0	94			-37.867	144.991
180	8100	Location 72	Area 2	Region 2	4	other	1515000	Sold	08-04-2017	6.9	Seller 2	60	4	2	3.0	574	203.0	1910.0	-37.7644	144.9061
181	9034	Location 16	Area 9	Region 3	3	other	1315000	Sold	03-06-2017	13.8	Seller 21	15	3	1	2.0	617	353.0		-37.92284	145.06423
182	10207	Location 34	Area 13	Region 1	3	other	1090000	Sold	27-05-2017	6.7	Seller 2	32	3	2	1.0	512			-37.75236	144.97587
183	6807	Location 112	Area 13	Region 1	2	townhouse	771000	NotSold	28-05-2016	4.5	Seller 2	86	2	2	2.0	0			-37.7736	144.9725
184	5928	Location 95	Area 18	Region 2	2	other	710000	Sold	03-12-2016	12.6	Seller 12	77	2	1	0.0	457			-37.7878	144.8369
185	2560	Location 45	Area 1	Region 1	2	townhouse	930000	Sold	03-09-2016	3.5	Seller 2	31	2	3	0.0	2778	3558.0		-37.7903	144.9859
186	4677	Location 81	Area 13	Region 1	3	other	670000	Sold	25-02-2017	9.9	Seller 19	67	3	1	1.0	596	145.0	1949.0	-37.721	144.9514
187	3020	Location 52	Area 12	Region 3	3	other	1003500	Sold	03-12-2016	13.7	Seller 43	46	3	1	2.0	289	109.0	1998.0	-37.9338	145.0226
188	10149	Location 20	Area 12	Region 3	4	other	2300000	NotSold	27-05-2017	10.3	Seller 1	19	4	3	2.0	592			-37.92173	145.01436
189	9408	Location 10	Area 8	Region 3	4	other	1680000	Sold	17-06-2017	10.2	Seller 3	9	4	3	3.0	726	194.0	1958.0	-37.85842	145.10288
190	2267	Location 40	Area 3	Region 3	2	duplex	1050000	NotSold	04-03-2017	7.7	Seller 25	37	2	2	2.0	2381		2009.0	-37.8831	144.9841
191	10553	Location 127	Area 11	Region 2	3	duplex	597000	NotSold	27-05-2017	6.4	Seller 33	56	3	1	1.0	126	120.0	1995.0	-37.80962	144.86877
192	12113	Location 78	Area 13	Region 1	4	other	1260000	Sold	29-07-2017	11.2	Seller 13	44	4	2	2.0	656	204.0	1960.0	-37.71652	144.91211
193	13307	Location 98	Area 20	Region 3	4	other	1910000	Sold	23-09-2017	10.2	Seller 9	59	4	3	2.0	416	256.0	2014.0	-37.82671	145.11068
194	11247	Location 218	Area 31	Region 2	3	other	455000	Sold	12-08-2017	14.7	Seller 81	133	3	1	1.0	610	125.0	1980.0	-37.88632	144.67582
195	608	Location 14	Area 7	Region 3	4	other	1572000	Sold	07-05-2016	9.2	Seller 19	13	4	2	2.0	662	330.0	1965.0	-37.798	145.1007
196	13441	Location 174	Area 20	Region 1	3	other	842000	Sold	26-08-2017	16.1	Seller 111	99	3	2	2.0	873		1985.0	-37.69324	145.1023
197	8173	Location 77	Area 4	Region 1	2	other	1050000	Sold	29-04-2017	5.5	Seller 3	64	2	1	1.0	181	85.0	1925.0	-37.7659	144.9903
198	3380	Location 58	Area 15	Region 4	2	duplex	475000	NotSold	12-11-2016	7.9	Seller 27	50	2	1	1.0	0		1960.0	-37.7707	145.0471
199	313	Location 8	Area 2	Region 2	3	other	1435000	Sold	12-11-2016	5.9	Seller 2	8	3	2	2.0	532	147.0	1950.0	-37.7737	144.904
200	9382	Location 105	Area 5	Region 2	3	other	1494000	Sold	03-06-2017	6.8	Seller 22	83	3	1	0.0	333			-37.8649	144.89524
201	6085	Location 97	Area 18	Region 2	3	other	590000	Sold	18-06-2016	13.5	Seller 31	77	3	2	4.0	697			-37.7896	144.8018
202	8261	Location 84	Area 4	Region 1	3	duplex	715000	Sold	08-04-2017	8.8	Seller 19	70	3	1	1.0	210		1996.0	-37.7317	145.0083
203	1270	Location 21	Area 13	Region 1	3	other	1055000	Sold	07-05-2016	5.2	Seller 2	20	3	1	1.0	324		1930.0	-37.7653	144.9586
204	13000	Location 177	Area 20	Region 3	3	other	2585000	Sold	19-08-2017	16.0	Seller 21	120	3	2	1.0	703			-37.95457	145.05387
205	12698	Location 35	Area 20	Region 1	3	other	841000	Sold	16-09-2017	6.7	Seller 88	32	3	1	3.0	533	150.0	1960.0	-37.72631	144.96274
206	13077	Location 127	Area 20	Region 2	3	other	1100500	Sold	19-08-2017	6.4	Seller 33	56	3	2	2.0	427	119.0	1936.0	-37.79105	144.87914
207	3675	Location 62	Area 7	Region 3	5	other	3280000	NotSold	27-11-2016	5.6	Seller 9	53	4	5	2.0	480	147.0	1979.0	-37.8117	145.0449
208	3639	Location 62	Area 7	Region 3	4	other	2265000	Sold	18-03-2017	5.6	Seller 3	53	4	1	1.0	650	242.0	1930.0	-37.8098	145.022
209	2119	Location 36	Area 1	Region 1	2	duplex	860000	NotSold	30-07-2016	1.6	Seller 3	33	2	2	1.0	0	114.0	1920.0	-37.8035	144.985
210	8585	Location 115	Area 16	Region 1	1	duplex	490000	Sold	29-04-2017	1.8	Seller 19	88	1	1	1.0	0	51.0	2009.0	-37.7998	144.9689
211	12606	Location 89	Area 20	Region 3	3	other	1210000	NotSold	09-09-2017	1.9	Seller 4	73	3	2		149			-37.83474	144.96917
212	12511	Location 232	Area 20	Region 4	4	other	1790000	Sold	09-09-2017	16.7	Seller 18	157	4	2	2.0	742	164.0	1970.0	-37.87738	145.18083
213	5460	Location 87	Area 15	Region 4	2	other	430000	Sold	16-04-2016	11.4	Seller 19	35	2	1	1.0	164	83.0	1980.0	-37.7362	145.079
214	11213	Location 97	Area 18	Region 2	3	other	650000	NotSold	12-08-2017	10.5	Seller 19	77	3	1	2.0	691			-37.78825	144.80099
215	9761	Location 218	Area 31	Region 2	3	other	830000	NotSold	17-06-2017	14.7	Seller 81	133	3	2	2.0	1025	195.0	1970.0	-37.90188	144.65138
216	3039	Location 52	Area 12	Region 3	5	other	1805000	Sold	10-09-2016	13.7	Seller 21	46	4	2	2.0	700	224.0	1950.0	-37.9419	145.0156
217	12285	Location 164	Area 20	Region 4	3	townhouse	1171000	Sold	03-09-2017	16.1	Seller 41	110	3	2	2.0	247			-37.79056	145.17512
218	5198	Location 85	Area 4	Region 1	3	other	692500	Sold	23-04-2016	11.2	Seller 29	71	3	2	2.0	803			-37.7086	145.0313
219	10137	Location 146	Area 23	Region 6	4	other	667000	Sold	27-05-2017	35.2	Seller 69	97	4	2	2.0	792	180.0	1977.0	-38.03296	145.33439
220	8961	Location 96	Area 18	Region 2	3	other	780000	NotSold	01-07-2017	10.5	Seller 38	77	3	1	2.0	690			-37.77176	144.84062
221	1756	Location 28	Area 9	Region 3	2	duplex	656000	Sold	18-06-2016	11.4	Seller 98	27	2	1	1.0	103	82.0	1970.0	-37.8873	145.0559
222	11333	Location 162	Area 17	Region 5	3	townhouse	802000	Sold	15-07-2017	22.2	Seller 21	108	3	2	2.0	251	185.0	1998.0	-37.98146	145.11715
223	6189	Location 98	Area 7	Region 3	2	duplex	778500	Sold	28-05-2016	11.2	Seller 41	59	2	1	1.0	170	78.0	1960.0	-37.8186	145.0892
224	12734	Location 232	Area 20	Region 4	3	other	1750000	NotSold	16-09-2017	16.7	Seller 259	157	3	1	0.0	727			-37.8763	145.17166
225	9519	Location 166	Area 26	Region 4	4	other	861000	Sold	17-06-2017	18.0	Seller 132	112	4	2	2.0	781		1970.0	-37.71021	145.16651
226	499	Location 12	Area 3	Region 3	2	duplex	474000	Sold	22-05-2016	6.6	Seller 19	11	2	1	1.0	0	59.0	1970.0	-37.8667	144.9917
227	7786	Location 37	Area 14	Region 4	4	other	1480000	Sold	08-04-2017	13.9	Seller 58	34	4	2	2.0	656		1965.0	-37.7833	145.1302
228	2930	Location 49	Area 13	Region 1	4	other	1217500	Sold	24-09-2016	13.0	Seller 12	44	4	3	2.0	693	192.0	2014.0	-37.7111	144.9275
229	2917	Location 49	Area 13	Region 1	3	other	765500	Sold	18-06-2016	13.0	Seller 12	44	3	2	2.0	780	180.0	1970.0	-37.6955	144.9389
230	4236	Location 74	Area 5	Region 2	3	other	923000	Sold	15-10-2016	8.4	Seller 32	62	3	1	0.0	221	118.0	1900.0	-37.8415	144.8852
231	8000	Location 57	Area 8	Region 3	2	other	720000	NotSold	29-04-2017	13.0	Seller 21	49	2	1	2.0	795			-37.9087	145.0799
232	640	Location 14	Area 7	Region 3	3	other	1480000	NotSold	15-10-2016	9.2	Seller 3	13	3	1	4.0	605	116.0	1950.0	-37.7951	145.0696
233	11822	Location 259	Area 18	Region 2	4	other	740000	Sold	22-07-2017	18.0	Seller 54	121	4	2	2.0	1017	156.0	2000.0	-37.69106	144.75854
234	4340	Location 76	Area 16	Region 1	1	duplex	340000	Sold	03-12-2016	2.3	Seller 10	63	1	1	1.0	0			-37.7916	144.9443
235	12247	Location 112	Area 20	Region 1	2	other	1023000	Sold	03-09-2017	4.0	Seller 138	86	2	1		154	76.0	1890.0	-37.77221	144.97537
236	7352	Location 132	Area 3	Region 3	2	duplex	570000	Sold	19-11-2016	7.4	Seller 21	36	2	1	0.0	785		1964.0	-37.8756	144.9934
237	7695	Location 27	Area 1	Region 1	4	other	3450000	Sold	13-05-2017	3.2	Seller 2	26	4	2	1.0	515	203.0	1905.0	-37.7817	144.9742
238	11428	Location 69	Area 16	Region 1	2	duplex	387000	Sold	15-07-2017	0.0	Seller 150	58	2	1	0.0	0	47.0	2011.0	-37.81301	144.96924
239	8870	Location 68	Area 11	Region 2	3	other	1050000	NotSold	01-07-2017	4.3	Seller 10	8	3	2	1.0	563			-37.769	144.89934
240	2515	Location 43	Area 4	Region 1	3	other	1500000	Sold	27-11-2016	5.8	Seller 28	4	3	1	1.0	0	126.0	1910.0	-37.7714	145.0173
241	9490	Location 156	Area 19	Region 1	3	other	365000	Sold	17-06-2017	20.6	Seller 105	103	3	1	1.0	320		1980.0	-37.60608	144.92841
242	12097	Location 125	Area 9	Region 3	2	duplex	540000	NotSold	29-07-2017	10.1	Seller 184	27	2	1	1.0	80	67.0	1970.0	-37.89563	145.06992
243	5716	Location 90	Area 6	Region 3	1	duplex	687000	Sold	30-07-2016	3.3	Seller 7	74	2	1	2.0	0			-37.8352	144.9922
244	12440	Location 14	Area 20	Region 3	4	other	1950000	Sold	09-09-2017	9.7	Seller 45	13	4	3	1.0	747			-37.79609	145.08478
245	9068	Location 23	Area 14	Region 4	3	other	1320000	Sold	03-06-2017	10.8	Seller 3	22	3	1	3.0	902			-37.78006	145.10169
246	1261	Location 21	Area 13	Region 1	1	duplex	272500	NotSold	04-06-2016	5.2	Seller 48	20	1	1	1.0	0	40.0	1970.0	-37.762	144.9647
247	6414	Location 102	Area 15	Region 4	4	other	920250	Sold	04-03-2017	13.8	Seller 2	35	4	2	2.0	558			-37.7328	145.0916
248	11900	Location 251	Area 10	Region 4	2	duplex	615000	Sold	29-07-2017	13.4	Seller 43	151	2	1	1.0	3316	85.0	1970.0	-37.8321	145.14444
249	976	Location 17	Area 10	Region 4	3	other	1760000	Sold	10-12-2016	13.1	Seller 45	16	3	1	0.0	741	151.0	1910.0	-37.8258	145.1246
250	7390	Location 135	Area 5	Region 2	3	townhouse	855000	NotSold	27-11-2016	9.1	Seller 4	62	3	2	2.0	337			-37.8288	144.8681
251	11172	Location 142	Area 1	Region 1	3	other	1540000	Sold	12-08-2017	3.5	Seller 6	26	3	2	1.0	288			-37.78311	144.96548
252	12634	Location 5	Area 20	Region 2	3	other	1248500	Sold	16-09-2017	11.0	Seller 22	5	3	1	3.0	710			-37.87182	144.816
253	12453	Location 149	Area 20	Region 1	4	other	753000	Sold	09-09-2017	14.0	Seller 12	92	4	1	2.0	696			-37.68563	144.92998
254	13086	Location 108	Area 20	Region 1	4	other	1025000	Sold	19-08-2017	12.7	Seller 2	84	4	2	2.0	585	212.0	2014.0	-37.73022	145.08361
255	13478	Location 184	Area 20	Region 1	3	other	625000	Sold	26-08-2017	16.3	Seller 56	124	3	1	2.0	542	133.0	1968.0	-37.66374	144.99871
256	11261	Location 109	Area 11	Region 2	3	other	920000	NotSold	12-08-2017	6.3	Seller 32	85	3	2	2.0	182			-37.81249	144.89531
257	308	Location 8	Area 2	Region 2	3	other	1440000	Sold	11-02-2017	5.9	Seller 2	8	3	1	1.0	487	131.0	1900.0	-37.7725	144.9146
258	9465	Location 24	Area 8	Region 3	3	townhouse	918000	Sold	17-06-2017	10.4	Seller 92	23	3	2	1.0	207	144.0	2012.0	-37.85682	145.10873
259	6805	Location 112	Area 13	Region 1	2	duplex	400000	NotSold	28-05-2016	4.5	Seller 3	86	2	1	1.0	0			-37.765	144.9731
260	11529	Location 216	Area 21	Region 4	4	other	1214000	Sold	15-07-2017	14.7	Seller 43	146	4	1	2.0	734			-37.85209	145.24268
261	4258	Location 74	Area 5	Region 2	3	other	993000	NotSold	22-05-2016	8.4	Seller 36	62	3	2	2.0	348	158.0	1900.0	-37.8435	144.8788
262	4694	Location 81	Area 13	Region 1	4	other	650000	NotSold	30-07-2016	9.9	Seller 2	67	4	1	2.0	410	141.0	1940.0	-37.7346	144.9456
263	5629	Location 90	Area 6	Region 3	2	duplex	1030000	NotSold	12-06-2016	3.3	Seller 23	74	2	2	1.0	0			-37.8407	145.0043
264	9597	Location 180	Area 18	Region 2	3	other	550000	NotSold	17-06-2017	15.5	Seller 31	122	3	1	4.0	802	183.97	1978.0	-37.72343	144.81411
265	7796	Location 37	Area 14	Region 4	4	other	1545000	Sold	29-04-2017	13.9	Seller 43	34	4	3	2.0	647			-37.7819	145.1184
266	2818	Location 48	Area 6	Region 3	3	other	1710000	Sold	18-03-2017	9.2	Seller 41	43	3	1	3.0	557			-37.8556	145.0499
267	4929	Location 84	Area 4	Region 1	4	other	1000000	NotSold	12-11-2016	8.8	Seller 12	70	4	1	2.0	568			-37.7353	144.989
268	3131	Location 54	Area 7	Region 3	3	other	1420000	Sold	07-05-2016	4.6	Seller 9	47	3	1	0.0	218	108.0	1890.0	-37.8214	145.0437
269	3980	Location 69	Area 16	Region 1	2	duplex	450000	NotSold	07-11-2016	2.8	Seller 151	58	2	1	1.0	0	55.0	2014.0	-37.8091	144.9609
270	5583	Location 90	Area 6	Region 3	2	duplex	965000	Sold	03-12-2016	3.3	Seller 19	74	2	2	2.0	2143			-37.8393	144.9886
271	11937	Location 154	Area 24	Region 2	3	other	518000	NotSold	29-07-2017	14.8	Seller 59	100	3	2	2.0	308			-37.73868	144.7325
272	8278	Location 84	Area 4	Region 1	3	other	801000	Sold	22-04-2017	8.8	Seller 2	70	3	1	2.0	620			-37.7305	144.9856
273	2643	Location 46	Area 2	Region 1	3	other	1100000	NotSold	18-06-2016	4.4	Seller 2	41	3	2	0.0	179	150.0	1900.0	-37.7857	144.9305
274	8224	Location 81	Area 13	Region 1	3	other	1017500	Sold	22-04-2017	9.9	Seller 10	67	3	1	1.0	620			-37.7303	144.9445
275	13150	Location 156	Area 20	Region 1	4	other	735000	Sold	23-09-2017	20.6	Seller 43	103	4	2	2.0	771	255.0	2006.0	-37.57383	144.92424
276	8231	Location 82	Area 3	Region 3	2	other	801000	Sold	08-04-2017	3.8	Seller 4	68	2	2	1.0	0	90.0	2012.0	-37.84	144.939
277	3285	Location 56	Area 15	Region 4	3	other	740000	Sold	07-11-2016	9.4	Seller 12	48	3	2	1.0	627		1960.0	-37.747	145.0402
278	11606	Location 149	Area 19	Region 1	3	other	450000	Sold	22-07-2017	14.0	Seller 81	92	3	1	1.0	0	100.0	1960.0	-37.6841	144.92818
279	12483	Location 163	Area 20	Region 4	5	other	1510000	NotSold	09-09-2017	14.3	Seller 43	109	5	2	3.0	677			-37.79348	145.15241
280	3318	Location 56	Area 15	Region 4	3	other	710000	Sold	27-11-2016	9.4	Seller 134	48	3	2	4.0	1			-37.7411	145.0394
281	10340	Location 177	Area 12	Region 3	3	other	1600000	Sold	27-05-2017	16.0	Seller 19	120	3	2	3.0	598	137.0	1960.0	-37.95357	145.02651
282	1087	Location 19	Area 12	Region 3	2	duplex	1300000	NotSold	11-02-2017	11.2	Seller 4	18	2	2	2.0	0			-37.9012	144.9878
283	4937	Location 84	Area 4	Region 1	2	other	1065000	Sold	15-10-2016	8.8	Seller 29	70	2	1	3.0	507	114.0	1910.0	-37.7437	144.9995
284	7973	Location 120	Area 15	Region 4	3	other	1271000	Sold	22-04-2017	10.6	Seller 45	35	3	2	2.0	330	171.0	2008.0	-37.7524	145.06
285	4030	Location 71	Area 10	Region 4	3	other	2588000	NotSold	07-11-2016	11.8	Seller 45	59	3	3	2.0	1149	225.0	1920.0	-37.812	145.1095
286	2849	Location 48	Area 7	Region 3	3	other	1550000	Sold	27-11-2016	9.2	Seller 3	43	3	2	2.0	307			-37.8531	145.086
287	9462	Location 150	Area 27	Region 1	3	other	680000	Sold	17-06-2017	12.1	Seller 43	93	3	1	1.0	539			-37.68274	145.05832
288	5732	Location 91	Area 16	Region 3	2	duplex	430000	NotSold	12-11-2016	1.2	Seller 86	75	2	2	0.0	2295		2014.0	-37.8256	144.9622
289	6230	Location 99	Area 14	Region 4	3	other	1053000	Sold	24-09-2016	13.8	Seller 43	78	3	1	1.0	726		1960.0	-37.7656	145.1017
290	9598	Location 60	Area 2	Region 2	4	other	1120000	Sold	17-06-2017	11.7	Seller 12	52	4	2	2.0	599			-37.73514	144.87144
291	930	Location 16	Area 9	Region 3	4	other	1370000	NotSold	25-02-2017	13.9	Seller 44	15	4	1	2.0	684	196.0	1970.0	-37.9147	145.0751
292	7171	Location 126	Area 9	Region 3	2	other	758000	Sold	04-03-2017	11.8	Seller 21	14	2	1	1.0	250			-37.9063	145.0535
293	4578	Location 80	Area 16	Region 1	1	duplex	395000	NotSold	11-02-2017	2.6	Seller 46	66	1	1	1.0	2469			-37.7827	144.9575
294	992	Location 17	Area 10	Region 4	4	other	1506000	Sold	17-09-2016	13.1	Seller 19	16	4	2	3.0	669			-37.818	145.1354
295	3645	Location 62	Area 7	Region 3	3	townhouse	1330000	NotSold	19-11-2016	5.6	Seller 3	53	3	2	2.0	205	184.0	1995.0	-37.7993	145.0267
296	5183	Location 85	Area 4	Region 1	2	townhouse	490000	Sold	22-05-2016	11.2	Seller 19	71	3	1	1.0	126	91.0	2013.0	-37.7186	145.0166
297	5988	Location 95	Area 18	Region 2	3	other	794000	Sold	25-02-2017	12.6	Seller 82	77	3	1	0.0	426			-37.793	144.8283
298	7536	Location 16	Area 9	Region 3	3	other	1205000	Sold	29-04-2017	13.9	Seller 21	15	3	3	2.0	604		1960.0	-37.9362	145.0663
299	1094	Location 19	Area 12	Region 3	5	other	4700000	NotSold	12-11-2016	11.2	Seller 42	18	5	3	2.0	1073	221.0		-37.918	144.9911
300	6038	Location 96	Area 18	Region 2	3	other	580000	NotSold	18-03-2017	13.3	Seller 12	77	3	1	1.0	0			-37.7652	144.8376
301	6912	Location 118	Area 13	Region 1	4	other	570500	Sold	15-10-2016	12.4	Seller 43	90	4	2	1.0	430			-37.7185	144.9754
302	11056	Location 54	Area 7	Region 3	3	other	1910000	Sold	12-08-2017	5.3	Seller 3	47	3	2	2.0	242	165.0	1990.0	-37.82834	145.03937
303	2774	Location 48	Area 7	Region 3	6	other	2250000	NotSold	10-09-2016	9.2	Seller 44	43	5	3	2.0	650		1940.0	-37.8534	145.0785
304	10021	Location 85	Area 4	Region 1	3	other	877500	Sold	24-06-2017	12.0	Seller 2	71	3	1	1.0	598			-37.71394	145.00387
305	7356	Location 133	Area 1	Region 1	2	other	1000000	Sold	04-06-2016	2.5	Seller 19	72	2	1	2.0	176	114.0	1920.0	-37.8281	144.9923
306	11821	Location 98	Area 7	Region 3	2	duplex	830000	NotSold	22-07-2017	10.2	Seller 41	59	2	1	1.0	180			-37.82794	145.09332
307	4519	Location 78	Area 13	Region 1	2	duplex	522000	Sold	08-10-2016	11.5	Seller 52	44	2	1	1.0	161	91.0	2012.0	-37.7204	144.9131
308	424	Location 10	Area 8	Region 3	4	other	1500000	Sold	15-10-2016	12.2	Seller 21	9	4	2	1.0	593	255.0	1930.0	-37.8655	145.096
309	10287	Location 173	Area 19	Region 2	4	other	635000	Sold	27-05-2017	12.9	Seller 81	45	4	2	2.0	634		1980.0	-37.68368	144.88976
310	12477	Location 161	Area 20	Region 7	4	other	745000	Sold	09-09-2017	21.8	Seller 169	107	4	2	2.0	767			-37.67515	145.1655
311	5685	Location 90	Area 6	Region 3	3	other	1125000	NotSold	24-09-2016	3.3	Seller 20	74	2	1	0.0	146	89.0	1910.0	-37.8454	144.9888
312	4701	Location 82	Area 3	Region 3	2	other	1240000	NotSold	03-12-2016	3.8	Seller 155	68	2	1	0.0	0			-37.836	144.9419
313	1018	Location 18	Area 11	Region 2	4	other	850000	NotSold	08-10-2016	10.8	Seller 31	17	4	2	2.0	606	240.0	2002.0	-37.788	144.862
314	9386	Location 105	Area 5	Region 2	3	other	950000	Sold	03-06-2017	6.8	Seller 36	83	3	1	0.0	169			-37.8561	144.90028
315	12345	Location 67	Area 20	Region 3	3	other	1430000	Sold	03-09-2017	8.4	Seller 21	57	3	1	1.0	641			-37.87811	145.07778
316	1499	Location 23	Area 14	Region 4	4	other	1475000	NotSold	24-09-2016	11.8	Seller 12	22	4	2	2.0	617		1998.0	-37.7569	145.0913
317	1180	Location 20	Area 12	Region 3	4	other	2000000	NotSold	07-05-2016	10.7	Seller 21	19	4	2	2.0	687			-37.9117	145.0093
318	10361	Location 140	Area 18	Region 2	3	other	752500	Sold	27-05-2017	10.4	Seller 2	2	3	2	1.0	468	144.0		-37.72203	144.85994
319	1236	Location 20	Area 12	Region 3	3	other	1537000	NotSold	25-02-2017	10.7	Seller 9	19	3	2	2.0	324		1999.0	-37.9034	145.017
320	174	Location 5	Area 5	Region 2	3	other	880000	NotSold	22-08-2016	13.8	Seller 30	5	3	3	1.0	577			-37.8699	144.8235
321	5407	Location 86	Area 1	Region 1	3	other	1555000	Sold	25-02-2017	2.6	Seller 102	72	3	2	1.0	189	164.0	1900.0	-37.82	144.9987
322	7014	Location 119	Area 7	Region 3	2	duplex	655250	NotSold	23-04-2016	7.5	Seller 9	91	2	1	1.0	1153	69.0	1970.0	-37.8227	145.0528
323	4413	Location 77	Area 4	Region 1	1	duplex	435000	Sold	10-09-2016	5.5	Seller 2	64	1	1	2.0	0	55.0	1970.0	-37.7842	144.9991
324	6116	Location 98	Area 10	Region 3	3	duplex	930000	Sold	04-02-2016	11.2	Seller 45	59	3	2	2.0	252		1992.0	-37.8344	145.1114
325	3299	Location 56	Area 15	Region 4	2	duplex	360000	NotSold	16-04-2016	9.4	Seller 27	48	2	1	1.0	89	85.0	1970.0	-37.7444	145.047
326	397	Location 9	Area 7	Region 3	2	other	1440000	NotSold	27-06-2016	11.0	Seller 3	9	2	1	1.0	687	104.0	1940.0	-37.872	145.0692
327	13094	Location 6	Area 20	Region 2	3	other	980000	Sold	23-09-2017	9.4	Seller 30	6	3	1	2.0	667			-37.82853	144.85091
328	10855	Location 213	Area 31	Region 2	3	duplex	453350	Sold	08-07-2017	18.4	Seller 12	142	3	2	1.0	315			-37.84253	144.7227
329	6353	Location 101	Area 6	Region 3	2	duplex	450000	NotSold	06-08-2016	4.6	Seller 101	80	2	1	1.0	0	62.0	1970.0	-37.8474	145.0078
330	5750	Location 92	Area 5	Region 2	3	other	1080000	Sold	10-09-2016	7.7	Seller 33	62	3	1	2.0	472	95.0	1950.0	-37.8302	144.8885
331	2749	Location 48	Area 6	Region 3	4	other	3110000	Sold	04-03-2017	9.2	Seller 3	43	4	2	4.0	1318			-37.853	145.0491
332	3076	Location 52	Area 12	Region 3	1	duplex	500000	NotSold	24-09-2016	13.7	Seller 9	46	1	1	1.0	0			-37.9414	145.0016
333	8737	Location 145	Area 12	Region 3	6	other	2000000	Sold	01-07-2017	17.3	Seller 43	96	6	3	4.0	836			-37.98942	145.03394
334	221	Location 7	Area 6	Region 3	2	duplex	599000	Sold	03-09-2016	6.3	Seller 3	7	2	1	1.0	0	76.0	1964.0	-37.8543	145.0262
335	9476	Location 252	Area 28	Region 5	3	other	500000	Sold	17-06-2017	34.9	Seller 43	167	3	2	2.0	509	125.0	1993.0	-38.09111	145.19084
336	2528	Location 44	Area 1	Region 1	3	townhouse	1520000	Sold	12-11-2016	1.6	Seller 3	40	3	2	2.0	0			-37.7951	144.9776
337	3279	Location 56	Area 15	Region 4	2	other	735000	NotSold	03-12-2016	9.4	Seller 27	48	2	1	3.0	602			-37.7455	145.0452
338	643	Location 14	Area 7	Region 3	4	other	2170000	NotSold	16-04-2016	9.2	Seller 45	13	4	2	2.0	1040			-37.7992	145.0907
339	8051	Location 65	Area 11	Region 2	2	other	640000	NotSold	20-05-2017	9.2	Seller 31	56	2	1	2.0	206			-37.7887	144.8828
340	12763	Location 63	Area 20	Region 3	3	other	1650000	NotSold	16-09-2017	7.3	Seller 3	54	3	1	2.0	650			-37.79235	145.04789
341	2975	Location 51	Area 13	Region 1	5	other	585000	Sold	04-06-2016	12.1	Seller 81	44	5	2	1.0	590			-37.711	144.9481
342	8808	Location 45	Area 1	Region 1	2	other	1350000	NotSold	01-07-2017	3.6	Seller 2	31	2	1	1.0	184	79.0	1900.0	-37.78493	144.98879
343	4477	Location 77	Area 4	Region 1	2	duplex	770000	Sold	24-09-2016	5.5	Seller 2	64	2	1	1.0	129	115.0	1975.0	-37.7668	145.0063
344	5207	Location 85	Area 4	Region 1	3	other	866000	Sold	24-09-2016	11.2	Seller 2	71	3	1	2.0	569			-37.7313	145.0224
345	5023	Location 84	Area 4	Region 1	3	other	930000	NotSold	28-08-2016	8.8	Seller 29	70	3	1	2.0	679	143.0	1950.0	-37.7392	145.0163
346	133	Location 4	Area 4	Region 1	3	other	865000	NotSold	22-05-2016	6.4	Seller 19	4	3	1	1.0	180	131.0	2010.0	-37.7802	145.0243
347	1274	Location 21	Area 13	Region 1	3	duplex	627000	Sold	07-11-2016	5.2	Seller 2	20	3	2	2.0	0			-37.7634	144.9616
348	13008	Location 60	Area 20	Region 2	4	other	1250000	Sold	19-08-2017	11.7	Seller 2	52	4	2	2.0	534	211.0	1970.0	-37.74514	144.87313
349	278	Location 7	Area 6	Region 3	5	other	2810000	Sold	28-08-2016	6.3	Seller 9	7	5	2	2.0	617			-37.8611	145.0271
350	4202	Location 74	Area 5	Region 2	2	other	800000	Sold	04-03-2017	8.4	Seller 36	62	2	1	1.0	244	73.0	1940.0	-37.846	144.8729
351	12939	Location 34	Area 20	Region 1	3	other	1070000	Sold	19-08-2017	6.7	Seller 2	32	3	1	2.0	392	98.0	1920.0	-37.74671	144.95142
352	541	Location 13	Area 7	Region 3	4	townhouse	1400000	NotSold	12-11-2016	9.7	Seller 41	12	4	3	2.0	241	240.0	2009.0	-37.8042	145.1042
353	7297	Location 128	Area 18	Region 2	3	duplex	560000	Sold	25-02-2017	13.9	Seller 80	77	3	2	7.0	420	150.0	1970.0	-37.7848	144.8231
354	2364	Location 41	Area 2	Region 2	3	other	1240000	Sold	08-10-2016	8.0	Seller 2	38	3	2	2.0	307			-37.7543	144.9249
